Unnamed: 0.1,Unnamed: 0,Category,Image_Info,Image_Path
85,85,"Intermediate Currency,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The game uses a purchasable in-game currency to blur users’ recognition of the value they’re transferring.\n“Research has shown that putting even one intermediate currency between the consumer and real money, such as a “game gem” (premium currency), makes the consumer much less adept at assessing the value of the transaction.” -Ramin Shokrizade'}]",/content/downloaded_dark_pattern_images/85.jpg
86,86,"Aesthetic Manipulation, Disguised Ad","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The first four results of a google search for “flowers” are ads disguised as search results. They have a small green tag that identifies them as ads, but many users will not notice this and click on the ads anyways.'}]",/content/downloaded_dark_pattern_images/86.jpg
87,87,"Interface Interference,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'This site shames the user into staying on the site by presenting the user with a sad, crying cartoon that wants the user to stay.'}]",/content/downloaded_dark_pattern_images/87.jpg
88,88,"Forced Action,Gamification,Social Pyramid","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The game pressues users to invite friends, not because the game is fun, but because certain features/goals are useless/unaccessible without online friends also playing, in what the paper in this list calls a “Social Pyramid Scheme”.'}]",/content/downloaded_dark_pattern_images/88.jpg
89,89,"Aesthetic Manipulation,False Hierarchy","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Very tiny close button makes the user assume they need to login to use the service'}]",/content/downloaded_dark_pattern_images/89.jpg
90,90,"Aesthetic Manipulation,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Sling makes it difficult to unsubscribe from their newsletter and makes the user go through 5 pages of “Are you sure?”s and dark patterns like misdirection of buttons.'}]",/content/downloaded_dark_pattern_images/90.jpg
91,91,Nagging,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'OSX warns its user that disk space is almost full and that they should optimize their storage space. When the user chooses to optimize storage, it pushes the use of iCloud on the user.'}]",/content/downloaded_dark_pattern_images/91.jpg
92,92,Sneaking,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Amazon doesn’t actually show the real average in their star ratings on products, they use machine learning to calculate the ratings while taking into account certain factors.'}]",/content/downloaded_dark_pattern_images/92.jpg
93,93,Forced Action,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The user is forced to accept the use of cookies on the site or they cannot continue.'}]",/content/downloaded_dark_pattern_images/93.jpg
94,94,Toying with Emotion,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Esquire attempts to make users feel bad about their decision by making them click a button that says “I don’t read” instead of the usual “No, thanks” button'}]",/content/downloaded_dark_pattern_images/94.jpg
95,95,"Trick Questions,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site has the user select confusing options for what they actually want to do. OK proceeds to cancel the order, and cancel returns to the order.'}]",/content/downloaded_dark_pattern_images/95.jpg
96,96,"Aesthetic Manipulation,False Hierarchy","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Delta makes upgrading to first class or higher look like a mandatory option.'}]",/content/downloaded_dark_pattern_images/96.jpg
97,97,Obstruction,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Unlock limited content by submitting 10 documents or by paying'}]",/content/downloaded_dark_pattern_images/97.jpg
98,98,"Aesthetic Manipulation,False Hierarchy,Hidden Information,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The user’s eye is drawn to the large “Total Price” highlighted with a green background. This price; however, does not include the fees listed below in the non-highlighted section. This tricks the user into believing they are paying a lower price than they are.'}]",/content/downloaded_dark_pattern_images/98.jpg
99,99,"Aesthetic Manipulation,False Hierarchy,Hidden Information,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Uses the same color throughout the page, allowing content to be missed by the user'}]",/content/downloaded_dark_pattern_images/99.jpg
100,100,"Interface Interference,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Defaults to subcription instead of one-time purchase'}]",/content/downloaded_dark_pattern_images/100.jpg
101,101,"Aesthetic Manipulation,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'This is an ad designed to look like a download button for the software that site visitors are trying to access.'}]",/content/downloaded_dark_pattern_images/101.jpg
102,102,"Sneak into Basket,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Sports Direct sneaks an item into the customers cart when they go to checkout.\xa0To remove it, the user must click “back to bag”, where the sneaked-in item will appear – even though it didn’t before.'}]",/content/downloaded_dark_pattern_images/102.jpg
103,103,"Trick Questions,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The first set of tic boxes corresponds to means through which the user does not\xa0want to receive information , while the second set of tic boxes corresponds to means through which the user does wish to receive information. A user could easily be tricked into signing up for a service they don’t want.'}]",/content/downloaded_dark_pattern_images/103.jpg
104,104,"Aesthetic Manipulation,Hidden Information,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site makes it appear that the answer to the question is behind a paywall, but it is really at the bottom of the page, which is accessible without paying. The website is trying to trick users into paying for a subscription.'}]",/content/downloaded_dark_pattern_images/104.jpg
105,105,"Interface Interference,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When a user finishes the episode they are currently watching, Netflix automatically proceeds to the next episode after a countdown.'}]",/content/downloaded_dark_pattern_images/105.jpg
106,106,"Sneak into Basket,Fine Print,Hidden Information,Interface Interference,Preselection,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'User must select “More info” to be able to opt out of sharing information and email spam.'}]",/content/downloaded_dark_pattern_images/106.jpg
107,107,"Aesthetic Manipulation, Trick Questions,False Hierarchy,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site designs the check boxes to appear as radio buttons so the user is more inclined to select only one.'}]",/content/downloaded_dark_pattern_images/107.jpg
108,108,"Aesthetic Manipulation,Hidden Information,Interface Interference,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site uses a fake countdown timer that only loops when it reaches zero to pressure the user into buying.'}]",/content/downloaded_dark_pattern_images/108.jpg
109,109,"Aesthetic Manipulation, Trick Questions,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Voting ballot from 10 April 1938. The ballot text reads “Do you agree with the reunification of Austria with the German Reich that was enacted on 13 March 1938, and do you vote for the party of our leader Adolf Hitler?” The large circle is labelled “Yes”, the smaller “No”.\nThe circle size discrepancy is notable enough as a dark pattern, but also the joining of two very separate questions into one answer is a dark pattern.'}]",/content/downloaded_dark_pattern_images/109.jpg
110,110,"Misdirection,Aesthetic Manipulation","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'On their signup page, Doostang defaults to the basic Premium plan in an attempt to get users to accidentally sign up for their premium service. A more ethical design would simply default to no selection so the user can decide what they want to select for themselves.'}]",/content/downloaded_dark_pattern_images/110.jpg
111,111,"Forced Action,Gamification","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The game occasionally gives players levels that are impossible to complete in order to urge them to buy powerups or extra lives. If the player doesn’t purchase anything from the game, it will slowly decrease the difficulty in order to retain playability.'}]",/content/downloaded_dark_pattern_images/111.jpg
